ation+i,accessed_once);accessed_once=true;}uint32_tres=byte[3]<<24|byte[2]<<16|byte[1]<<8|,3
ffsetbitsintoffset,0
="x9";}elseif(r=="a0"||r=="x10"){r="x10";}elseif(r=="a1"||r=="x11"),3
dex_mask<<(index_size+offset_size);index_mask=index_mask-1;t,1
d('');stringfirst_word=executed_instruction.substr(0,pos);if(first_word.back()==':'){execu,4
hichisreplacedq.push(tag);//Pushthenewtagvaluevector<int>removed_,2
){byte[i]=read_access(start_location+i,acc,1
tructionsvoidstep_U(vector<string>instruction),2
alues[rd]=PC+4;PC=new_pc;}//Updatethestackoffunctionsandtheirlastexecutedlineaccordinglystr,1
e[index][i][1]=1;//Settingittodirtyif(write_back_policy=="WT"){memory[mem_l,4
ize();//Iterateoverthebinarystr,1
tenter4operands"<<endl;exit(0);}elseif(registers.find(assemb,1
first_word.back()==':'){exe,1
byprogramintindex=index_mask&mem_loc;index>>=(off,0
ds(){load_operands.insert("lb");load_operands.insert("lh");load_operan,3
t=="ld"){vect,0
3();initialize_funct7();initialize_format();initialize_load_operands();initi,4
truction=all_instructions[PC/4];intpos=executed_instruction.,1
toconvertdecimaltobinarystringdecimal_to_binary(intdecimal,intno_of_bits,bool,0
esemanyareforindexinttag_size=20-offset_size-index_size;//Andtheseman,0
][0]];stringrd=registers[assembly_code[in,1
or<string>instruction,intmem_loc){//Gothroughallthevaluesthatth,1
);}else{assembly_code[instruction_no][3]=to_string(labels[assembly_c,2
ound=true;val=cache_block[3+offset];//Sincethisahit,weneedtoupdatetheo,1
houtbotheringtoddoanythinginthecacheif(write_back_policy=="WT"){memory[mem_loc]=val;//Incaseo,2
ly_code.clear();assembly_code.ass,1
x][i];cache[ind,1
ity==0){//Thismeansthatthereisonly1ind,0
k[0]=1;//The,1
st;inttop_line=stack_of_functions,0
ssembly_code[instruction_no][3])==labels.end()){cout<<"Errorinline:"<<instruction_no+1<<end,3
=temp_mask<<offset_size;temp_mask=temp_mask-1;index_mask=index_,0
bin['1']="0001";hex_to_bin['2'],2
nt=register_values[rs2];if(shifting_amount!=0){register_values[rd]=register,3
ddress);}elseif(to_store[0]==".word"){data_base_address=store_word(to_store,data_base_ad,2
e=(mem_loc/block_size)*block_size+(block_size-1);ne,2
}elseif(inst=="lw"){vector<int32_t>byte(4);boolaccessed_once=false;for(in,3
dlingerrorif(assembly_code[instruction_no].size()!,2
tofrange";exit(0);}//Notingthevaiouspartsoftheinstrction,1
ecuted_instruction.substr(pos+1);}stringbin_PC=decimal,1
truction.substr(,0
ine:"<<instruction_no+1<<endl<,0
Inthecaseofmisses,ifit,0
e);registers[register_no]=this_re,1
r(0,pos);if(first,1
bitszero//Letusdothe,0
eak_point-count_how_many_to_skip);cout<<"Deletedbreakpointatline:"<<break_point,0
//characters67ofhex_instruction}for(inti=0;i<4;i++){memory[instruct,0
reonly,sinceupdate_queuewillneverbereached}else{//Firstcheckifwehaveaninvalidframe,andifwedo,the,0
int64_tres=(byte[7]<<56)|(byte[6]<<48)|(byte[5],3
cout<<"Errorinline:"<<instruction_no+1<<e,0
t_location+i,accessed_once);accessed_once=true;}int64_tres=(byte[7]<<56)|(byte[6]<<48)|(byte[,2
dl;//Ensuretoremovethecalledfunctionfromt,0
ize();i++){for(intj=0;j<cache[i].size();j++){if(cach,3
k_size);//Thesemanybitsareforoffsetintindex_size=log2(cache_s,0
op();//Popthevaluewhichisreplacedq.push(tag);//Pushthenewtagvaluevector<int>removed_data(cache[0][,4
{register_values[rd]=register_values[rs1]^register_values[rs2];}elseif,4
tracttherd,rs1,immvaluesrd=aliasRemover(inst,0
meticaspertheinstructionif(inst=="add,0
_mask;//Makesthepositionsofoffseybitszero//Weneedtodothisfortheoffsetaswell,because,ultimat,0
thmeticacc,0
nstruction=binary_to_hex(instr);vec,1
leintoaqueueofstrings,suchthatafterexecutionofeachrun,wecandequeuetheto,0
torcout<<"Exitedthesimulator";break;}els,0
reak_lines.e,0
6-2*i,2));}uint8_tbyte[4];for(inti=0;i<4;i++){byte[i]=bin,2
struction_file,instruction)){//Iftheinstructionisdata,thenensurethatuntil,0
al_to_binary(mem_loc,20,0);stringhex_address="0x"+binar,1
;getline(cin,command);if(!command.find("load")){//Firstresetalltheregisters/memory/PCbeforeloading,3
_no][1])==r,1
x_to_bin['b']=,1
placement_policy,write_back_policy;boolcache_enabled=false;vector<vector<vector<int>>>cache;//Va,3
te_back_policy;//Iftheassociativity=0,thenweneedtomakeitfullyassociativeif(associativity==,0
de<sstream>#include<stack>#include<queue>#include<random>#,4
ind('');stringfirst_word=executed_instruction.substr(0,p,1
cout<<"Erroronline:"<<instructi,0
i]=byte[i];}}//CodeforUformatinstructionsvoidexecute_U,1
op();}for(inti=dummy_stack.size()-1;i>=0;i--){//,3
();PC=0;while(getline(instruction_file,instruction)){//Iftheinstructionisda,3
<instruction.size();i++){uint64_tstore_v,1
{r="x22";}elseif(r=="s7"||r=="x23"){r="x23";}elseif(r=="s8"||r=="x24"){r="x24";}elseif(r=="s9",5
storedinthemapcout<<"Registers:\n";for(inti=0;i<32;i++){stringthis,0
,data_base_address);}}continue;,0
lbreak")){/,0
alueofimmediateisoutofrange";exit(0);}//Notingthevar,1
ediateisoutofrange";exit(0);}//Notingthevariou,1
o_decimal(binary_bytes[i]);//characters67ofhex_,2
seif(break_lines.find(PC/4+1)!=break_lines.end()){cout<<"Executionstoppedatbreakpoint\n";}else,3
);hex_PC="0x"+,0
ngalooptoprintthelabelsinstack,bottomtotopcout<<dummy_stack[i].first<<":"<,1
d_access(start_location,false);uint16_tby,1
nisdata,thenensurethatunt,0
ctionsvoidexecute_B(vector<vector,0
booltrim=false,intlength=8){unordered_map<string,char>bin_to_hex;bin_to_,1
truction=all_instructions[PC/4];intpos=executed_instruction.find('');stringfirst_word=executed_in,2
"jalr"){//Extracttherd,rs1andimmediatevaluerd=aliasRemove,0
orrectvalueofrs1";exit(0),1
|(byte[0]);register_values[rd]=res;}elseif(inst=="ld"){vector<int64,4
bin[i]='1';break;}bin[i]='0';}returnbin;}//Functiontoconvertbinarystringtodecimalintbina,2
st_word.back()==',1
nge";exit(0);}imm=decimal_to_binary(stoi(assembly_co,1
]=byte[i];}mem_loc+,1
[2],20,0);stringhex_tag="0x"+binary_to_hex(bin_tag,true,5),2
labels.find(assembly_code[instruction_no][2])==label,3
][3]]-instruction_no*4);}if(registers.find(assembly_code[instruction_no][1])==registers.end(,4
mask=1;temp_mask=temp_mask<<(index_size+offset_size);temp_mask=t,1
;format["xor"]='R';forma,1
hex_to_bin['5']="0101",1
n_no][2])==registers.,1
_line;stack<pai,0
estinationaddressandvalueofPCaccordinglyregister_values[rd]=PC+,1
ister_no="a";argument_register_no+=to_string(i-10);,1
registers[assembly_code[instruction_no][1]];stringrs2=registers[assembly_code[instruction_no][2]];,6
1]];stringimm=decimal_to_binary(stoi(assembly_code[instruction_no][2]),3
b"]="000";funct3["and"]="111";funct3["or"]="110";funct3["xor"]="100";funct3["sll"]="001";funct3[,4
ster_hex<<endl;}}elseif(command=="exit"){//Exitthesimulatorcout<<"Exi,1
j<cache[i].size();j++){if(cache[i][j][0]==1&&cache[i][j][1]==1){intoffset_size=log2(block,9
ck_of_functions.pop();stack_of_functions.push({top_of_stack,top_line});stringexecuted_instruct,3
<hex_PC<<endl;//UpdatethePCvalu,0
ory["<<mem_loc_hex<<"]"<<"="<<h,0
"Errorinline:"<<instruction_no+1<<endl<<"Incorrectvalueofrd";exit(0);}elseif(stoi(assembl,1
useadummystacktopo,0
=="lbu"||inst=="lhu"||inst=="lwu"){//Extract,0
inline:"<<instruction_no+1<<endl<<"Valueofimmediateisoutofrange";exit(0);}imm=decimal_to_bina,1
ize/(associativity*block_size));//Thesemanyareforindexinttag_size=20-offset_size-index_s,1
ode="0010011";}//Notingthevaiourspartsoftheinstru,0
h"||inst=="lw"||inst=="ld"||inst=="lbu"||inst=="lhu"||inst=="lwu"){//Extractrd,rs1,andimmedia,0
yte[i];}}//CodeforIformatinstructionsvoidexecute,1
temp_mask;//Makesthepositionsofindexbitsandoffsetbitszero//Letusdothesameforinde,0
inary(PC,32,0);stringhex_PC=binary_to,1
acktothecorrectpositioninthematrixif(load_operands.find,0
voidstep_S(vector<string>instruction){//Extractthers1,rs2andimmediatevaluesstringr,2
tvalueofrs2";exit(0);}elseif(registers.find(as,1
ers[assembly_code[instruction_no][1]];stringimm=d,3
ord.back()==':,1
lues[rs1]!=register_values[rs2]){PC=new_pc;}else{PC+=4;}}elseif(inst=="blt"){if(register_valu,5
eif(!command.find("delbreak")){//Thisblockdeletesabeakpoi,2
no]=this_register;}elseif(i==8){registers["s0"]=this_register;regis,2
nwritetonextreturnmem_loc;}//Functiontostorehalfwordintstore_ha,0
se;stringdata_type;intdata_base_address=0x10000;//Loadthenextfileintoaqueueo,0
(command=="exit"){//Exitthes,1
n.substr(0,pos);if(first_word.back()==':'){executed_in,3
struction_no+1<<endl<<"Incorrectvalueofrs1";exit,0
"a4"||r=="x14"){r="x14";}els,1
thatafterexecutionofeachrun,wecande,0
t";temporary_register_no+=to_string(i-5);registers[temporary_regist,1
to_binary(stoi(assembly_code[instruction_no][2]),21,true);//Concatinatingtheinstructionstringinstr,4
gthenextfileinitialize();hits=0;misses=0;//memory.c,1
gisters.find(assembly_code[instruction_no][2])==registers.end()){cout<<"Errorinline:"<<in,4
]==".half"){dat,0
aliasRemover(instruction[1]);intold_PC=PC;stringi,2
.push(tag);//Pushthene,1
es;}elseif(inst=="lw"){vector<int32_t>byte(4);boolaccessed_once=false;for(inti=0;i<4,3
ntcur=q.front();q.pop();dummy_q.push(cur);if(cur==tag){is_present=true;}}while(!dummy_q.empty(,5
=tag_mask-1;//Thismakesthemask20onesinttemp_mas,0
sembly_code[instruction_no][2]];stringrs2=registers[assembly_code[instruction_no][1]];stringi,5
byte[1]=store_value>>8;memory[mem_loc]=byte[0];memory[mem_loc+1]=byte[1];mem_loc+=2;}//Returnthene,5
mp_mask=temp_mask-1;index_mask=index_mask^temp_mask;//Makesthepositionso,0
sRemover(instruction[2],1
_bytes[i]);//characters67ofhex_instruction}for(inti=0;i<4;i++){memory[instruction_no*4+i]=,2
";funct3["xor"]="100";funct3["sll"]="001";funct3["srl"]="101";funct3["sra"]="101";funct3["ad,4
ningallfunct3valuesvoidinitialize_funct3(){funct3["add"]="000";funct3["sub"]="000,3
i<associativity;i++){vector<int>,1
moryaddressaredivided.intoffset_size=log2(block_size,0
=executed_,0
e_block(block_,0
yte(2);byte[0]=store_value;byte[1]=store_value>>8;memory[m,3
']="0100";hex_to_bin['5']="0101,1
ction_no+1<<,0
estinationaddressandvalueofPCa,0
only1byteintoffset_mask=1;offset_mask=offset_mask<<(offset_size);offset_m,1
(cur_instr);}elseif(format[,1
ters[argument_register_no]=this_regist,1
hestackoffu,0
th*4>binary.size()){stringzeros="",fs="";for(inti=length*4;i<binary.,1
1,true);int16_tres=byte1<<8|byte0;regis,0
tringhex_addr,0
srequestingtoreadinttag=tag_mask&mem_loc;tag>>=,0
t<<"Memory["<<mem_loc_hex<<"]"<<"="<<hex_mem_val<<endl;}}elseif(command=="show-stack"){//Herewee,1
igningtheimmediatealongwithcheckingifitiswithinrangeif(assembly_code[i,0
uction.substr(6-2*i,2,0
rethememory//intmemory[0x,0
ing>instruction){//Extractthers1,rs2andimmediatevaluesstringrs1,rs2,0
ne});stringexecuted_instruction=all_instructions[PC/4];intpos=executed_instruction.find('');string,2
;i++){binary_bytes[i]=hex_t,1
ruction_no][0]];stringrd=regist,1
tag);}else{i,0
="0111";hex_to_bin['8']="1000";hex_to_bin['9']="1001";hex_to_bin['a']="1010";hex_to_bin['b']=",4
luestringrd=aliasRemover(instruction[1]);int,2
_binary(mem_loc,20,0);stringhex_address="0x"+binary_to_hex(bin_address,false,5);stringbin_set=dec,2
sses);}stack_of_functions.pop();}}}elseif(command=="step"){//Gostepbystepint,2
}}if(cur!=""){if(cur[cur.siz,1
20,0);stringmem_loc_hex="0x"+binary_to_hex(mem_loc_bin,false,5);cout<<"Memory["<<mem_lo,1
functions.pop();}stack_of_f,1
rd+opcode;stringhex_instruction=binary_to_hex(instr);vector<string,1
}//Notingthev,0
op_line=PC/4+1;stack_of_fu,0
ode[instruction_no][0]]=='J'){execute_J(assembly_code,instruction_no);}elseif(format[assembly_cod,4
k_of_functions.push({top_of_stack,top_line});stringexecuted_instruction=all_instructions[PC/4];,3
)){//Weparsethestringtogetthelinenumberwherewehavetoinsertabreakpointintbreak_point=stoi(co,0
ssociativity=0,thenweneedtomakeitfullyassociativeif(associativity==0){//Thi,1
alse;//Letusfirstfigureouthowour20bitsofmemor,0
t3();initialize,1
x"+binary_to_hex(bin_mem_val,true,2);intmem_loc=i;stringmem_l,1
sembly_code[i,0
ionofeachrun,wecandequeuethetopstringinstruction;instruction_file.open(command.substr(5));c,2
,instruction_no);}elseif,0
ction}for(inti=0;i<4;i++){memory[instru,0
isters(){for(i,1
exes=cache_size/(associativity*block_size);cache.clear();//Notethatthesizeifb,2
assembly_code[instruction_no][0]=="jalr"){opcode="110,2
ing,string>r,0
=0){for(inti=0;i<=63;i++){mask+=pow(2,i);}}register_values[rd]=r,3
d_once){if(cache_enabled){//Letusfirstfigureouthowour20bitsofmemoryaddressaredivided.intoffset_size=,1
PC/4+1;stack_of_fun,0
+i]=removed_data[3+i];}}}}if(cache_en,1
){bin.push_back('0');}reverse(bin.begi,2
_instruction.find('');stringfirst_word=executed_instruction.substr(0,pos);if(first,2
0].size());vector<int>new_data(cache[0][0].size());intstart_storage=(mem_loc,6
er_values[rs1]|register_values[rs2];}elseif(inst=="xor"){register_values[rd]=register_values[rs1]^r,5
"010";funct3["sd"]="011";funct3["beq"]="000";func,2
_to_binary(PC,32,0);stringhex_PC=binary_to_hex(bin_PC);hex_PC="0x"+hex_PC;cout<<"Executed:"<<execut,2
eforindexmakintindex_mask=1;index_mask=index_mask<<(index_s,0
string,char>format;unordered_se,0
to_break){cout<<"Executionstoppedatbreakpoint\n";break;}}//Iflastlineex,0
convertdecimaltobinarystringdecimal_to_binary(intdecimal,intno_of_bits,boolisSigned){bool,1
sub"]="0100000";funct7["and"]="0000000";funct7["or"]="0000000";fun,2
<<offset_size);for(inti=0;i<block_size;i++){memory[to_store_mem_loc+i]=removed_data[3+i],2
ory[mem_loc]=byte;}if(inst=="sh"){vector<uin,2
sters(){for(inti=0;i<=31;i+,1
lidframe,andifwed,0
_mask=offse,0
l_to_binary(old_PC,32,0);stringhex_PC=binary_to_hex(bin_PC);hex_PC="0x"+hex_PC;cout<<"Executed,2
.end()){cout<<"Errorinline:"<<instruction_no+1<<endl<<"Incorrectvalueofrd";exit(0);}intdec_imm;//We,2
_to_hex(bin_set,true,5);stringbin_tag=decimal_to_binary(cache[i][j][2],20,0);stringhex_tag,5
push({top_of_stack,top_line});string,2
;stringf3=funct3[assembly_code[instruction_no][0]];stringrs1=registers[assembly_co,3
"<<instruction_no+1<<endl<<"Incorrectvalueofrd";exit(0);}elseif(regi,1
,20,true);//Concatinatingtheinstr,0
mbly_code[instruction_no][,1
ne=stack_of_,0
tes[i]=hex_to_binary(hex_instruction.substr(6-2*i,2));}uint8_,3
hearithmetica,0
_loc=0;to_store_mem_loc,0
}elseif(registers.find(assemb,0
;}}//CodeforIformatinstructionsvoidexecute_I(vector<vector<st,0
register_values[rs2]){PC=new_pc;}else{PC+=4;}}elseif(inst=="bne"){if(register_values[,4
ngtoreadinttag=tag_mask&mem_loc;tag>>=(index_size+offset_size);//Gettingthevalueofindexbitsofmemory,1
yfor(inti=0;i<cache.size();i++){for(intj=0;j<cache[i].size();j++){cache[i][j][0]=0;//Makethevalidb,6
1";exit(0);}elseif(registers.find(assembly_code[instruction_,1
2]);intmem_loc=imm+register_values[rs1];uint64_tstore_value=register_values[rs2];//Performstore,2
em_loc,"read",true,true);}returnval;//Thedatastartsfromindex3a,0
][2]]-instruction_no*4);}if(registers.find(assembly_cod,1
push({top_of_stack,top_line});stringexecuted_instru,2
;to_store_mem_loc|=(index<<offset_size);for(inti=0;i<block_size;i++){memory[to_store_mem_,0
_nostringhex_instruction=bina,0
thememoryif(remove,0
ed_once=true;}}if(inst==,0
["sra"]="101";funct3["addi"]="000";funct3["xori"]="100";f,3
"){new_data[3+offset]=val;new_data[1]=1;//Setthebittodirty}for(inti=0;i<associativi,3
00;//Loadthenextfileintoaqueueofstrings,suchthatafterexecuti,0
matinstructionsvoidexecute_I(vector<vector<string>>&assembly_code,intinstruction_no){//Handlingerror,3
op_back();labels[cur]=PC;offset_to_label[PC]=,3
p_I(cur_instr);},1
lystringtop_of_stack=stack_of_functions.top().first;intto,1
k&mem_loc;tag>>=(index_size+offset_size);//Gettingthevalueofindexbitsofmemorylocationbeingr,1
3]),6,true);imm="010000"+imm;}else{if(stoi(assembly_code[instruction_no][3])<-p,3
nstructionstringopcode="1100011";stringf3=funct3[assembly_cod,0
ruction_no].size()!=4){cout<<"Errorinlin,1
(assembly_,0
t3["sd"]="011";funct3["beq"]="000";funct3["bne"]="001";funct3["blt"]="100";f,4
elseif(r==,0
dinglystringtop_of_stack=stack_of_functions.top().first;inttop_line=stack_of_functions.top,1
on[0])!=load_operands.end()||format[cur_instruction[0]]=='S'||cur_i,4
";}//Notin,0
ge"){if(reg,0
//Usingalooptopr,0
//Hereweareonlydealingwithcacheandnotqueueif(!to_replace){//Donothing,1
e,weneedtolookinthememoryif(!found){if(!accessed_once){misses++;},3
pow(2,11)){cout<<"Errorinline:"<<instr,1
instr[0]]=='R'){step_R(cur_instr);}elseif(format[cur_instr[0]]==,5
ound=false;for(inti=0;i<associativity;i++){vector<int>cache_block(block_size+3);cache,2
hestackoffunctionsandtheirlastexecutedlineaccordinglystringtop_of_sta,0
Thebitisnowvalidcache_block[1]=0;//Initiallynotdirtycache_block[2]=tag;for(intj=start_storage,k,2
str(6-2*i,2));}uint8_tbyte[4];for(inti=0;i<4;i++){byte[i]=binary_to_decimal(binary_bytes[i]);,5
geu"]="111";}//Definingallfunct7valuesvoidinitialize_funct7(){funct7["add"]="0000,2
vector<vector<string>>&assembly_code,intinstructi,2
0);stringhex_tag="0x"+binary_to_hex(bin_tag,true,0
seif(!command.find("cache_simdump")){stringmyfile_out_name=command.substr(15);ofs,3
sk20onesinttemp_mask=1;temp_mask=temp_ma,0
values[rd]&mask;register_values[rd]&=mask;}}elseif(inst=="srai"){register_values[rd]=regist,4
mory[mem_loc];update_queue(index,tag,true,mem_loc,"read",true,false,1
inti=1;i<instruction.size();i++){uint64_tstore_value=stoi(instruction[i]);vector<ui,3
format[cur_instr[0]]=='I'){step_I(cur_instr);}elseif(format[cur_instr[,4
cimalrepresenttion,viab,0
];intpos=executed_instruction.find('');stringfirst_word=executed_instruction.s,1
"x0"){r="x0";}elseif(r=="ra"||r,1
ze);//Let'sgetthevalueofoffsetbitsintoffset=offset_mask&mem_loc;//Wenowhavetheindexan,0
<"CallStack:\n";//Weuseadummy,0
o][3]),12,,1
size()!=4){cout<<"Errorinline:"<<instruction_no+1<<endl<<,1
fiedasperthegiveninstructionif(inst=="beq"){if(register_values[rs1]==re,2
9";}elseif(r=="t5"||r=="x30"){r="x30";}elseif(r=="t6"||r=="x31"){r="x31";},4
ize_funct3();initialize_funct7();initialize_format();initialize_load_operands();initialize(,4
eif(format[cur_instr[0]]=='I'){step_I(cur_instr);}elseif(format[cu,5
tructions[PC/4];intpos=executed_instruction.find('');stringfirst_word=exec,2
ntoffset=offset_mask&mem_loc;//Wenowhavetheindexandtagwewant.Wecanproceedwithfindingth,0
Executed:"<<executed_instruction<<";PC="<<hex_PC<<endl;//UpdatePCvalu,0
astexecutedlinea,0
+){binary_bytes[i]=hex_to_binary(he,1
cache_block[3+offset]=val;cache_block[0],2
n=all_instructions[PC/4];intpos=executed_instruction.find('');stringfirst_word=executed_instr,2
i]=new_data;break;}}//Now,0
gisters();initialize_funct3();initialize_funct7();initialize_format,3
heneveranewfileisloaded,thiswil,0
iostream>#include<string>#include<fstream>#include<unordered_map>#include<unordered_set,3
gister_values[rs1]&register_values[rs2];}elseif(inst=="or"){register_v,3
_rs1=register_values[rs1],val_rs2=register_values[rs2];if(va,2
+){byte[i]=binary_to_decimal(binary_bytes[i]);//characters67ofhex_instruction}for(int,4
stringhex_instruction=binary_to_hex(instr);vecto,1
iss="<<misses<<",HitRate="<<fixed<<setprecision(3)<<(double)(hits)/(hits+miss,3
ex.push_back(bin_to_hex[b]);}if(length*4>binary.size()){str,4
ress="0x"+bina,0
xitedthesimulator";break;,0
r(inti=0;i<cache.size();i++){f,1
=1;//Settingittodirtyif(write_back_policy=="WT"){memory[mem_loc]=val;cac,2
0000"]='0';bin_to_hex["0001"]='1',1
ex["0111"]='7';bin_to_hex["1000"]='8';bin_to_hex["1001",2
ue,5);cache_o,0
ctions.push({top_of_stack,top_line});stringexecuted_instruction,2
(0);}elseif(registers.find(assembly_cod,1
Deletedbreakpointatline:"<<break_point<<endl;}else{cout<<"Nobreakpointspresent\n";}}elseif(,0
<pair<string,int>>dummy_stack;stack<pair<string,int>>dummy_stack_function=stack_of_,4
emoryaddressaredivided.intoffset_size=log2(block_size);//Thesemany,1
]=tag;for(intj=start_storage,k=3;j<=end_storage;j++,k++){cache_block[k]=memory[j];}fo,3
imaltobinarystringhex_to_binary(stringhex){unordered_,1
.substr(pos+1);}stringbin_PC=decimal_to_binary(PC,3,1
n==".data"){data=true;count_how_many_to_skip++;continue;}if(data||(instruction==".text"),2
01";funct3["sw"]="010";funct3["sd"]="0,2
on_no+1<<endl<<"Incorrectsynt,0
_PC<<endl;//UpdatethePCaccordinglyPC+=4;}elseif(in,0
e();i++){uint64_tstore_va,1
nstringopcode=,0
or<int>new_data(cache[0][0].size());intstart_storage=(mem_loc/block_s,5
"Errorinline:"<<instruction_no+1<<en,0
ction.substr(0,pos);if(first_word.back()==':'){executed_instruction=executed_instruction.sub,3
elseif(!com,0
ativity*block_size));//T,0
ode[instruction_no][3])<,2
first_word=executed_instruction.substr(0,pos);if,1
ueofindexbitsofmemorylocationbeingrequestedbyprogramintind,0
ringhex_set="0x"+binary_to_hex(bin_set,true,5);stringbin_t,1
7ofhex_instruction}for(inti=0;i<4;i++){memory[instruction_no*4+i]=byte[i];}}//,3
binary(tag,20,0);stringh,1
nct3["sra"]="101";funct3["addi"]="000";funct3["xori"]="100";funct3["ori"]="110";funct3["andi"]="1,5
size)*block_size;intend_storage=(mem_loc/block_size)*block_size+(block_size-1);new_da,2
="110";funct3["xor"]="100";funct3["sll"]="001";funct3["srl"]="101";funct3[",3
al_to_binary(index,20,0);stringhex_set="0x"+binary_to_hex(bin_set,true,5);stringbin_,2
_code[PC/4];if(format[cur_instr[0]]=='R'){step_R(cur_instr,4
er_values[rs2];}elseif(inst=="xor,1
al_rs2){PC=new_pc;}else{PC,1
;tag_mask=tag_mask<<20;tag_mask=tag_mask-1;//Thismakesthemask20onesinttemp,0
ct3["srl"]="101";funct3["sra"]="101";funct3["addi"]="000";funct3["xori"]="100";func,4
olis_dirty=false;if(replacement_policy=="FIFO"){if(!to_replace),2
yrepresentati,0
assembly_co,0
Incorrectvalueofrs1";exit(0);}elseif(registers.f,1
ngbinary_to_hex(,0
{if(!to_replace){while(!q.empty()){intcur=q.front();q.pop();if(cur!=tag){dummy_q.push(cur);}},9
rtheinstructionif(inst=="lb"||inst=="l,0
g_mask=tag_mask^temp_mask;//Makesthepositionsofindexbitsandoffsetbi,0
_binary(dec_imm,20,true);//Concatinatingtheinstructionstringinstr=imm+rd+opcode;string,1
']="1001";hex_to_bin['a']="1010";hex_to_bin['b']="1011";hex_to,2
cache[i][j][k]=0;}}}as,3
tack_of_functions.top().first;inttop_line=stack,1
13"){r="x13";}elseif(r=="a4"||r=="x14"){r="x14";}elseif(r=="a5"||r=="x15"){r="x15";}elseif(r=="a6"|,5
ster_values[rd]=res;}elseif(inst=="lbu"){uint8_tbyte=re,2
I';format["lbu"]='I';format["lhu"]='I';format["lwu"]='I';format["jalr"]='I';//Sformatformat["sb"]='S,5
ffset_size);for(inti=0;i<block_size;i++){memory[to,0
s[i]);//characters67ofhex_instruction}for(inti=0;i<4;i++){memory[instruction_no*4+i]=byte[i];},4
